district,month,category,unit_qty,unit_price,unit_total_cost
District 16,July,Office supplies,20,2.3599999,47.199997
District 16,July,Food,12,.87,10.440001
District 16,July,Office supplies,12,2.3599999,28.32
District 16,July,Food,8,2.04,16.32
District 16,July,Office supplies,12,2.9200001,35.040001
District 16,July,Office supplies,3,2.55,7.6499996
District 16,July,Food,1,1.6900001,1.6900001
District 16,July,Office supplies,9,1.87,16.83
District 16,July,Food,12,1.09,13.08
District 16,July,Office supplies,12,.34,4.0799999
District 16,July,Office supplies,2,1.4400001,2.8800001
District 16,July,Food,7,1.3200001,9.2400007
District 16,July,Office supplies,3,.1,.30000001
District 16,July,Office supplies,20,2.5,50
District 16,July,Food,16,1.12,17.92
District 16,July,Office supplies,2,.5,1
District 16,July,Office supplies,16,.69999999,11.2
District 16,July,Office supplies,12,2.1800001,26.16
District 16,July,Office supplies,10,.68000001,6.8000002
District 16,July,Office supplies,14,1.2,16.800001
District 16,July,Food,6,1.78,10.68
District 16,July,Food,12,.30000001,3.6000001
District 16,July,Office supplies,1,2.5999999,2.5999999
District 16,July,Office supplies,9,1,9
District 16,August,Mentors,2,5,10
District 16,August,Office supplies,13,1.59,20.67
District 16,August,Food,14,1.48,20.720001
District 16,August,Office supplies,12,.70999998,8.5199995
District 16,August,Office supplies,2,.68000001,1.36
District 16,August,Office supplies,20,2.5999999,52
District 16,August,Food,15,.44999999,6.75
District 16,August,Food,11,1.5599999,17.16
District 16,August,Office supplies,3,2.8,8.3999996
District 16,August,Food,19,.30000001,5.7000003
District 16,August,Office supplies,12,.60000002,7.2000003
District 16,August,Office supplies,20,2.3800001,47.600002
District 16,August,Food,2,2.01,4.02
District 16,August,Food,5,.5,2.5
District 16,August,Food,7,1.15,8.0500002
District 16,August,Food,15,2.3699999,35.549999
District 16,August,Food,9,1.97,17.73
District 16,August,Office supplies,19,1.79,34.009998
District 16,August,Food,10,1.13,11.3
District 16,August,Food,5,.16,.79999995
District 16,August,Food,1,1.0700001,1.0700001
District 16,August,Office supplies,7,.050000001,.34999999
District 16,August,Food,14,.69,9.6599998
District 16,August,Office supplies,6,2.8900001,17.34
District 16,August,Food,3,1.26,3.78
District 16,August,Food,12,2.51,30.119999
District 16,August,Office supplies,19,2.6600001,50.540001
District 16,August,Food,9,1.8200001,16.380001
District 16,August,Food,1,1.6,1.6
District 16,August,Food,12,.54000002,6.4800005
District 16,August,Office supplies,13,2.8900001,37.57
District 16,August,Food,8,2.6199999,20.959999
District 16,September,Mentors,2,5,10
District 16,September,Food,8,.19,1.52
District 16,September,Office supplies,2,1.58,3.1600001
District 16,September,Office supplies,2,1.38,2.76
District 16,September,Food,13,1,13
District 16,September,Food,9,1.24,11.16
District 16,September,Food,8,.16,1.28
District 16,September,Office supplies,14,.99000001,13.860001
District 16,September,Food,13,.12,1.5599999
District 16,September,Food,10,2.9400001,29.400002
District 16,September,Office supplies,17,2.75,46.75
District 16,September,Food,3,.73000002,2.1900001
District 16,September,Food,18,1.66,29.879999
District 16,September,Office supplies,9,.40000001,3.6000001
District 16,September,Food,18,2.0699999,37.259998
District 16,September,Office supplies,17,1.86,31.620001
District 16,September,Office supplies,13,.30000001,3.9000001
District 16,September,Office supplies,19,2.05,38.950001
District 16,October,Mentors,2,5,10
District 16,October,Office supplies,2,1.23,2.46
District 16,October,Food,4,2.01,8.04
District 16,October,Food,17,2.3900001,40.630001
District 16,October,Food,6,2.3299999,13.98
District 16,October,Office supplies,13,1.62,21.059999
District 16,October,Food,11,1.9,20.9
District 16,October,Food,9,1.04,9.3599997
District 16,October,Office supplies,20,2.54,50.799999
District 16,October,Office supplies,2,.47,.94
District 16,October,Office supplies,2,2.1400001,4.2800002
District 16,October,Food,13,2.3199999,30.16
District 16,October,Food,1,2.3399999,2.3399999
District 16,October,Food,3,1.8,5.3999996
District 16,October,Food,3,1.04,3.1199999
District 16,October,Food,17,.02,.34
District 16,October,Office supplies,13,.41999999,5.46
District 16,October,Food,1,.95999998,.95999998
District 16,October,Food,2,1.6,3.2
District 16,October,Office supplies,14,.47,6.5799999
District 16,October,Office supplies,4,2.4400001,9.7600002
District 16,November,Mentors,2,5,10
District 16,November,Food,1,2.48,2.48
District 16,November,Food,6,.31,1.86
District 16,November,Food,8,2.3099999,18.48
District 16,November,Office supplies,11,.49000001,5.3900003
District 16,November,Food,10,.46000001,4.5999999
District 16,November,Food,19,.52999997,10.07
District 16,November,Office supplies,20,.41999999,8.3999996
District 16,November,Food,17,1.53,26.01
District 16,November,Office supplies,5,2.3399999,11.7
District 16,November,Office supplies,13,.44,5.7199998
District 16,November,Food,12,1.51,18.119999
District 16,November,Office supplies,20,1.7,34
District 16,November,Food,12,1.12,13.440001
District 16,November,Office supplies,4,2.73,10.92
District 16,November,Office supplies,3,.62,1.86
District 16,November,Food,5,2.23,11.15
District 16,November,Office supplies,14,1.62,22.68
District 16,November,Food,8,2.3399999,18.719999
District 16,November,Food,14,.039999999,.56
District 16,November,Office supplies,9,.82999998,7.4699998
District 16,November,Office supplies,4,1.17,4.6799998
District 16,November,Food,15,2.55,38.25
District 16,December,Mentors,2,5,10
District 16,December,Food,19,.51999998,9.8799992
District 16,December,Office supplies,6,2.6800001,16.08
District 16,December,Office supplies,15,2.4400001,36.600002
District 16,December,Office supplies,10,1.65,16.5
District 16,December,Food,5,2.03,10.15
District 16,December,Food,4,1.46,5.8400002
District 16,December,Office supplies,8,1.62,12.96
District 16,December,Food,10,.41999999,4.1999998
District 16,December,Office supplies,1,2.8,2.8
District 16,December,Office supplies,10,1.05,10.5
District 16,December,Food,7,1.11,7.77
District 16,December,Office supplies,15,1.0599999,15.9
District 16,December,Office supplies,13,.83999997,10.92
District 16,December,Office supplies,13,1.98,25.74
District 16,December,Food,15,1.0599999,15.9
District 16,December,Food,12,1.1900001,14.280001
District 16,December,Office supplies,13,1.8099999,23.529999
District 16,December,Office supplies,9,1.86,16.74
District 16,December,Office supplies,19,1.8200001,34.580002
District 16,December,Office supplies,19,2.0599999,39.139999
District 16,December,Food,11,1.72,18.92
District 16,December,Office supplies,20,2.1600001,43.200001
District 17,January,Mentors,2,5,10
District 17,January,Food,7,2.7,18.9
District 17,January,Office supplies,19,.44999999,8.5500002
District 17,January,Food,10,1.84,18.4
District 17,January,Food,10,1.61,16.1
District 17,January,Office supplies,17,2.1900001,37.23
District 17,January,Food,12,.79000002,9.4800005
District 17,January,Food,14,2.26,31.639999
District 17,January,Office supplies,9,.27000001,2.4300001
District 17,January,Office supplies,20,1.3099999,26.199999
District 17,January,Office supplies,17,.16,2.72
District 17,January,Food,14,.14,1.96
District 17,January,Food,9,1.4400001,12.960001
District 17,January,Office supplies,15,.02,.29999998
District 17,January,Food,1,1.89,1.89
District 17,January,Office supplies,15,1.1900001,17.85
District 17,January,Office supplies,15,1.51,22.65
District 17,January,Office supplies,13,1.95,25.35
District 17,January,Office supplies,10,.23999999,2.3999999
District 17,January,Food,7,1.7,11.900001
District 17,January,Office supplies,10,2.7,27
District 17,February,Mentors,2,5,10
District 17,February,Food,20,.07,1.4
District 17,February,Office supplies,18,.92000002,16.559999
District 17,February,Office supplies,6,.02,.12
District 17,February,Food,15,1.04,15.599999
District 17,February,Office supplies,2,1.05,2.0999999
District 17,February,Office supplies,8,2.98,23.84
District 17,February,Food,10,.88,8.8000002
District 17,February,Office supplies,2,2.6900001,5.3800001
District 17,February,Office supplies,2,.93000001,1.86
District 17,February,Office supplies,9,2.71,24.389999
District 17,February,Office supplies,20,.85000002,17
District 17,February,Food,2,.69,1.38
District 17,February,Office supplies,19,2.96,56.240002
District 17,February,Food,9,1.1900001,10.710001
District 17,February,Food,9,.43000001,3.8700001
District 17,February,Food,12,2.0799999,24.959999
District 17,February,Food,8,1.58,12.64
District 17,February,Office supplies,9,1.45,13.05
District 17,February,Office supplies,16,2.21,35.360001
District 17,February,Office supplies,16,1.12,17.92
District 17,February,Office supplies,3,.69999999,2.0999999
District 17,February,Food,19,.95999998,18.24
District 17,February,Office supplies,14,.94,13.16
District 17,March,Mentors,2,5,10
District 17,March,Food,17,1.65,28.049999
District 17,March,Office supplies,17,1.38,23.459999
District 17,March,Food,7,.23,1.61
District 17,March,Office supplies,20,1.7,34
District 17,March,Food,3,1.72,5.1599998
District 17,March,Office supplies,1,2.96,2.96
District 17,March,Food,3,.69,2.0699999
District 17,March,Office supplies,1,.93000001,.93000001
District 17,March,Office supplies,13,1.9,24.699999
District 17,March,Office supplies,17,2.4000001,40.800003
District 17,March,Office supplies,9,.81,7.29
District 17,March,Office supplies,16,2.3,36.799999
District 17,March,Office supplies,5,.30000001,1.5
District 17,April,Mentors,2,5,10
District 17,April,Office supplies,12,1.21,14.52
District 17,April,Office supplies,14,2.79,39.059998
District 17,April,Office supplies,10,2.21,22.1
District 17,April,Office supplies,14,2.8,39.200001
District 17,April,Office supplies,15,1.92,28.799999
District 17,April,Food,14,.58999997,8.2599993
District 17,April,Office supplies,12,2.6199999,31.439999
District 17,April,Food,14,.74000001,10.360001
District 17,April,Food,6,2.3199999,13.92
District 17,April,Food,8,2.72,21.76
District 17,April,Food,1,.49000001,.49000001
District 17,April,Office supplies,2,2.1099999,4.2199998
District 17,April,Office supplies,11,1.3,14.299999
District 17,April,Food,5,1.62,8.1000004
District 17,April,Office supplies,2,.36000001,.72000003
District 17,May,Mentors,2,5,10
District 17,May,Food,17,2.23,37.91
District 17,May,Food,2,.75999999,1.52
District 17,May,Office supplies,15,.92000002,13.8
District 17,May,Office supplies,8,.28999999,2.3199999
District 17,May,Office supplies,6,1.05,6.2999997
District 17,May,Office supplies,17,.98000002,16.66
District 17,May,Office supplies,18,2.5999999,46.799999
District 17,May,Food,10,2.6199999,26.199999
District 17,May,Office supplies,14,1.66,23.24
District 17,May,Food,13,.69999999,9.0999994
District 17,May,Office supplies,9,2.5999999,23.4
District 17,May,Office supplies,10,2.0899999,20.9
District 17,May,Food,20,1.92,38.399998
District 17,May,Food,8,.94999999,7.5999999
District 17,May,Office supplies,1,.25999999,.25999999
District 17,May,Office supplies,18,2.6199999,47.159996
District 17,May,Office supplies,12,2.46,29.52
District 17,May,Food,7,.37,2.5900002
District 17,June,Mentors,2,5,10
District 17,June,Office supplies,13,2.4200001,31.460001
District 17,June,Food,16,2.47,39.52
District 17,June,Office supplies,19,1.63,30.969999
District 17,June,Office supplies,11,.40000001,4.4000001
District 17,June,Food,3,2.4400001,7.3200002
District 17,June,Office supplies,5,2,10
District 17,June,Office supplies,13,1.73,22.49
District 17,June,Office supplies,13,2.04,26.52
District 17,June,Office supplies,16,1.86,29.76
District 17,June,Food,8,.30000001,2.4000001
District 17,June,Office supplies,4,2.1600001,8.6400003
District 17,June,Office supplies,20,1.77,35.400002
District 17,June,Food,14,1.46,20.440001
District 17,June,Office supplies,4,1.12,4.48
District 17,June,Food,18,2.9000001,52.200001
District 17,June,Food,10,2.47,24.700001
District 17,June,Office supplies,8,.079999998,.63999999
District 17,June,Office supplies,1,2.8599999,2.8599999
District 17,June,Office supplies,18,2.95,53.100002
District 17,June,Office supplies,19,.79000002,15.01
District 17,June,Food,6,1.71,10.26
District 17,July,Mentors,2,5,10
District 17,July,Food,14,2.77,38.779999
District 17,July,Food,20,.51999998,10.4
District 17,July,Office supplies,18,1.52,27.360001
District 17,July,Office supplies,13,2.52,32.759998
District 17,July,Office supplies,10,.89999998,9
District 17,July,Office supplies,13,2.54,33.02
District 17,July,Office supplies,17,2.3499999,39.949997
District 17,July,Office supplies,12,1.99,23.880001
District 17,July,Food,11,2.9400001,32.34
District 17,July,Food,3,.49000001,1.47
District 17,July,Office supplies,19,1.64,31.16
District 17,July,Office supplies,15,2.6099999,39.149998
District 17,July,Food,16,2.26,36.16
District 17,July,Office supplies,6,1.21,7.2600002
District 17,July,Office supplies,19,2.1700001,41.230003
District 17,July,Food,14,2.6099999,36.539997
District 17,July,Food,13,.56,7.2800002
District 17,July,Office supplies,4,1.46,5.8400002
District 17,July,Food,19,2.9400001,55.860001
District 17,August,Mentors,2,5,10
District 17,August,Food,17,1.63,27.709999
District 17,August,Food,13,.090000004,1.1700001
District 17,August,Office supplies,15,2.1900001,32.850002
District 17,August,Food,4,.74000001,2.96
District 17,August,Office supplies,19,2.2,41.799999
District 17,August,Food,18,.38999999,7.0199995
District 17,August,Food,6,2.9300001,17.58
District 17,August,Office supplies,10,2.49,24.9
District 17,August,Office supplies,13,2.01,26.129999
District 17,August,Office supplies,18,1.9400001,34.920002
District 17,August,Office supplies,2,2.2,4.4000001
District 17,August,Office supplies,16,2.25,36
District 17,August,Office supplies,9,1.65,14.849999
District 17,August,Food,20,.60000002,12
District 17,August,Food,18,2.6700001,48.060001
District 17,August,Food,5,1.9299999,9.6499996
District 17,August,Office supplies,5,1.36,6.8000002
District 17,August,Food,1,.89999998,.89999998
District 17,August,Food,9,2.3800001,21.420002
District 17,August,Office supplies,10,.67000002,6.7000003
